make,model,tran_type,eng_size_l,cyls,trans,fuel,fuel_cons_city,fuel_cons_hwy,fuel_cons_comb_lp100k,fuel_cons_comb_mpg,co2_emit,veh_class
PORSCHE,911 TURBO S CABRIOLET,AM7,3.8,6,A,Z,13.7,9.6,11.9,24,278,5
PORSCHE,BOXSTER,AM7,2.7,6,A,Z,10.7,7.4,9.2,31,217,4
PORSCHE,BOXSTER,M6,2.7,6,M,Z,11.5,7.9,9.9,29,232,4
PORSCHE,BOXSTER GTS,AM7,3.4,6,A,Z,10.9,7.7,9.5,30,222,4
PORSCHE,BOXSTER GTS,M6,3.4,6,M,Z,12.1,8.9,10.7,26,250,4
PORSCHE,BOXSTER S,AM7,3.4,6,A,Z,11.3,7.9,9.8,29,230,4
PORSCHE,BOXSTER S,M6,3.4,6,M,Z,11.9,8.6,10.4,27,245,4
PORSCHE,BOXSTER SPYDER,M6,3.8,6,M,Z,13.1,9.9,11.6,24,272,4
PORSCHE,CAYENNE,A8,3.6,6,A,Z,13.5,9.7,11.8,24,277,9
PORSCHE,CAYENNE DIESEL (modified),A8,3,6,A,D,11.2,8.4,9.8,29,270,9
PORSCHE,CAYENNE GTS,A8,3.6,6,A,Z,14.8,10.4,12.8,22,300,9
PORSCHE,CAYENNE S,A8,3.6,6,A,Z,14.3,9.6,12.2,23,286,9
PORSCHE,CAYENNE TURBO,A8,4.8,8,A,Z,16.7,11.2,14.2,20,334,9
PORSCHE,CAYENNE TURBO S,A8,4.8,8,A,Z,16.9,11.2,14.3,20,336,9
PORSCHE,CAYMAN,AM7,2.7,6,A,Z,10.7,7.4,9.2,31,217,4
PORSCHE,CAYMAN,M6,2.7,6,M,Z,11.5,7.9,9.9,29,232,4
PORSCHE,CAYMAN GT4,M6,3.8,6,M,Z,13.3,10.1,11.8,24,277,4
PORSCHE,CAYMAN GTS,AM7,3.4,6,A,Z,10.9,7.7,9.5,30,222,4
PORSCHE,CAYMAN GTS,M6,3.4,6,M,Z,12.1,8.9,10.7,26,250,4
PORSCHE,CAYMAN S,AM7,3.4,6,A,Z,11.3,7.9,9.8,29,230,4
PORSCHE,CAYMAN S,M6,3.4,6,M,Z,11.9,8.6,10.4,27,245,4
PORSCHE,MACAN S,A7,3,6,A,Z,13.7,10.3,12.2,23,285,2
PORSCHE,MACAN TURBO,A7,3.6,6,A,Z,14.2,10.1,12.3,23,287,2
PORSCHE,PANAMERA,AM7,3.6,6,A,Z,12.9,8.4,10.9,26,255,7
PORSCHE,PANAMERA GTS,AM7,4.8,8,A,Z,15.1,9.7,12.7,22,298,7
PORSCHE,PANAMERA S,AM7,3,6,A,Z,13.4,8.8,11.4,25,267,7
PORSCHE,PANAMERA 4,AM7,3.6,6,A,Z,13.1,8.7,11.1,25,262,7
PORSCHE,PANAMERA 4S,AM7,3,6,A,Z,13.4,8.8,11.4,25,267,7
PORSCHE,PANAMERA 4S EXECUTIVE,AM7,3,6,A,Z,13.7,8.9,11.5,25,271,7
PORSCHE,PANAMERA TURBO,AM7,4.8,8,A,Z,15.3,9.7,12.8,22,300,7
PORSCHE,PANAMERA TURBO EXECUTIVE,AM7,4.8,8,A,Z,15.4,9.8,12.9,22,303,7
PORSCHE,PANAMERA TURBO S,AM7,4.8,8,A,Z,15.3,9.7,12.8,22,300,7
PORSCHE,PANAMERA TURBO S EXECUTIVE,AM7,4.8,8,A,Z,15.4,9.8,12.9,22,303,7
RAM,1500 FFV,A8,3.6,6,A,X,13.9,9.5,11.9,24,279,12
RAM,1500 FFV,A8,3.6,6,A,E,19.4,13.6,16.8,17,279,12
RAM,1500 HFE,A8,3.6,6,A,X,12.9,9.3,11.3,25,264,12
RAM,1500 (MDS),A6,5.7,8,A,X,17.1,12,14.8,19,348,12
RAM,1500 (MDS),A8,5.7,8,A,X,15.8,10.9,13.6,21,319,12
RAM,1500 ECODIESEL,A8,3,6,A,D,11.6,8.4,10.2,28,272,12
RAM,1500 ECODIESEL HFE,A8,3,6,A,D,11.3,8,9.8,29,264,12
RAM,1500 4X4 FFV,A8,3.6,6,A,X,14.6,10.1,12.6,22,294,12
RAM,1500 4X4 FFV,A8,3.6,6,A,E,20.5,14.5,17.8,16,296,12
RAM,1500 4X4 (MDS),A6,5.7,8,A,X,17.7,12.7,15.4,18,362,12
RAM,1500 4X4 (MDS),A8,5.7,8,A,X,16.2,11.5,14.1,20,330,12
RAM,1500 4X4 ECODIESEL,A8,3,6,A,D,12.1,8.8,10.6,27,283,12
RAM,PROMASTER CITY,A9,2.4,4,A,X,11.2,8.1,9.8,29,231,14
ROLLS-ROYCE,GHOST,AS8,6.6,12,A,Z,19.2,12.4,16.1,18,373,7
ROLLS-ROYCE,GHOST EWB,AS8,6.6,12,A,Z,19.2,12.4,16.1,18,373,7
ROLLS-ROYCE,PHANTOM,AS8,6.7,12,A,Z,20.9,12.7,17.2,16,403,7
ROLLS-ROYCE,PHANTOM EWB,AS8,6.7,12,A,Z,20.7,12.9,17.2,16,404,7
ROLLS-ROYCE,PHANTOM COUPE,AS8,6.7,12,A,Z,20.9,12.7,17.2,16,403,1
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,AS8,6.7,12,A,Z,20.7,12.9,17.2,16,404,1
ROLLS-ROYCE,WRAITH,AS8,6.6,12,A,Z,18.8,11.8,15.6,18,367,3
SCION,FR-S,AS6,2,4,A,Z,9.6,7,8.4,34,197,5
SCION,FR-S,M6,2,4,M,Z,10.9,7.9,9.6,29,224,5
SCION,iM,AV7,1.8,4,A,X,8.3,6.3,7.4,38,173,3
SCION,iM,M6,1.8,4,M,X,8.6,6.6,7.7,37,180,3
SCION,tC,AS6,2.5,4,A,X,10.2,7.6,9,31,211,1
SCION,tC,M6,2.5,4,M,X,10.2,7.7,9,31,210,1
SMART,FORTWO CABRIOLET,AM6,0.9,3,A,Z,7.5,6.1,6.9,41,157,4
SMART,FORTWO COUPE,AM6,0.9,3,A,Z,7.5,6.1,6.9,41,157,4
SUBARU,BRZ,AS6,2,4,A,Z,9.6,7,8.4,34,197,5
SUBARU,BRZ,M6,2,4,M,Z,10.9,7.9,9.6,29,224,5
SUBARU,FORESTER AWD,AV8,2,4,A,Z,10.2,8.5,9.4,30,222,2
SUBARU,FORESTER AWD,AV6,2.5,4,A,X,9.6,7.5,8.7,32,204,2
SUBARU,FORESTER AWD,M6,2.5,4,M,X,10.6,8.4,9.6,29,227,2
SUBARU,IMPREZA AWD,AV6,2,4,A,X,8.5,6.4,7.6,37,177,1
SUBARU,IMPREZA AWD,M5,2,4,M,X,9.5,7,8.4,34,197,1
SUBARU,IMPREZA WAGON AWD,AV6,2,4,A,X,8.5,6.4,7.6,37,177,8
SUBARU,IMPREZA WAGON AWD,M5,2,4,M,X,9.5,7,8.4,34,197,8
SUBARU,LEGACY AWD,AV6,2.5,4,A,X,9,6.5,7.9,36,185,3
SUBARU,LEGACY AWD,M6,2.5,4,M,X,10.7,7.8,9.4,30,220,3
SUBARU,LEGACY AWD,AV6,3.6,6,A,X,11.9,8.2,10.2,28,239,3
SUBARU,OUTBACK AWD,AV6,2.5,4,A,X,9.3,7.1,8.3,34,196,2
SUBARU,OUTBACK AWD,M6,2.5,4,M,X,11,8.2,9.7,29,228,2
SUBARU,OUTBACK AWD,AV6,3.6,6,A,X,12,8.6,10.5,27,246,2
SUBARU,WRX,AV8,2,4,A,Z,12.5,9.5,11.2,25,254,1
SUBARU,WRX,M6,2,4,M,Z,11.3,8.4,10,28,233,1
SUBARU,WRX,M6,2.5,4,M,Z,13.8,10.2,12.2,23,285,1
SUBARU,XV CROSSTREK AWD,AV6,2,4,A,X,9.1,7,8.1,35,191,2
SUBARU,XV CROSSTREK AWD,M5,2,4,M,X,10.2,7.7,9.1,31,214,2
SUBARU,XV CROSSTREK HYBRID AWD,AV6,2,4,A,X,7.9,6.9,7.5,38,175,2
TOYOTA,4RUNNER 4WD,AS5,4,6,A,X,14.2,11.1,12.8,22,298,9
TOYOTA,4RUNNER 4WD (Part-Time 4WD),AS5,4,6,A,X,14.2,11.1,12.8,22,298,9
TOYOTA,AVALON,AS6,3.5,6,A,X,11.4,7.6,9.7,29,225,3
TOYOTA,CAMRY,AS6,2.5,4,A,X,9.4,6.7,8.2,34,192,3
TOYOTA,CAMRY,AS6,3.5,6,A,X,11,7.7,9.5,30,222,3
TOYOTA,CAMRY HYBRID LE,AV,2.5,4,A,X,5.5,6,5.7,50,134,3
TOYOTA,CAMRY HYBRID XLE/SE,AV,2.5,4,A,X,5.7,6,5.9,48,137,3
TOYOTA,COROLLA,A4,1.8,4,A,X,8.6,6.5,7.6,37,179,3
TOYOTA,COROLLA,AV,1.8,4,A,X,8.2,6.2,7.3,39,171,3
TOYOTA,COROLLA,AV7,1.8,4,A,X,7.9,6.1,7.1,40,166,3
TOYOTA,COROLLA,M6,1.8,4,M,X,8.4,6.4,7.5,38,174,3
TOYOTA,COROLLA LE ECO (1-mode),AV,1.8,4,A,X,7.7,5.6,6.8,42,160,3
TOYOTA,COROLLA LE ECO (2-mode),AV,1.8,4,A,X,7.7,6,6.9,41,162,3
TOYOTA,HIGHLANDER,AS6,3.5,6,A,X,12.5,9.3,11.1,25,260,2
TOYOTA,HIGHLANDER AWD,AS6,3.5,6,A,X,13,9.8,11.6,24,272,9
TOYOTA,HIGHLANDER HYBRID AWD,AV6,3.5,6,A,X,8.6,8.4,8.5,33,198,9
TOYOTA,HIGHLANDER HYBRID AWD LE,AV6,3.5,6,A,X,8.4,8.3,8.4,34,195,9
TOYOTA,PRIUS,AV,1.8,4,A,X,4.4,4.6,4.5,63,104,3
TOYOTA,PRIUS c,AV,1.5,4,A,X,4.5,5.1,4.7,60,111,1
TOYOTA,PRIUS v,AV,1.8,4,A,X,5.4,5.8,5.6,50,131,15
TOYOTA,RAV4,AS6,2.5,4,A,X,10.1,7.7,9,31,212,2
TOYOTA,RAV4 AWD,AS6,2.5,4,A,X,10.5,8.2,9.5,30,220,2
TOYOTA,RAV4 HYBRID AWD,AV6,2.5,4,A,X,6.9,7.6,7.2,39,169,2
TOYOTA,RAV4 LE/XLE,AS6,2.5,4,A,X,10,7.6,8.9,32,208,2
TOYOTA,RAV4 LIMITED/SE AWD,AS6,2.5,4,A,X,10.6,8.1,9.4,30,220,2
TOYOTA,SEQUOIA 4WD,AS6,5.7,8,A,X,18.8,14,16.6,17,382,9
TOYOTA,SIENNA,AS6,3.5,6,A,X,13,9.5,11.4,25,267,13
TOYOTA,SIENNA AWD,AS6,3.5,6,A,X,14.4,10.2,12.5,23,290,13
TOYOTA,TACOMA,AS6,2.7,4,A,X,12,10,11.1,25,261,16
TOYOTA,TACOMA,AS6,3.5,6,A,X,12.6,10,11.4,25,267,16
TOYOTA,TACOMA 4WD,AS6,2.7,4,A,X,12.7,10.5,11.7,24,274,16
TOYOTA,TACOMA 4WD,M5,2.7,4,M,X,12.4,11.4,11.9,24,279,16
TOYOTA,TACOMA 4WD,AS6,3.5,6,A,X,13.1,10.5,11.9,24,280,16
TOYOTA,TACOMA 4WD,M6,3.5,6,M,X,13.6,11.2,12.5,23,292,16
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,M6,3.5,6,M,X,13.8,11.7,12.9,22,300,16
TOYOTA,TUNDRA,AS6,4.6,8,A,X,15.9,12.3,14.3,20,335,12
TOYOTA,TUNDRA,AS6,5.7,8,A,X,17.3,13,15.4,18,360,12
TOYOTA,TUNDRA 4WD,AS6,4.6,8,A,X,16.9,12.9,15.1,19,351,12
TOYOTA,TUNDRA 4WD,AS6,5.7,8,A,X,18.2,14.1,16.3,17,380,12
TOYOTA,VENZA,AS6,2.7,4,A,X,11.6,9,10.4,27,244,2
TOYOTA,VENZA,AS6,3.5,6,A,X,12.5,9,10.9,26,256,2
TOYOTA,VENZA 4WD,AS6,2.7,4,A,X,11.6,9.2,10.5,27,241,2
TOYOTA,VENZA 4WD,AS6,3.5,6,A,X,12.8,9.3,11.3,25,263,2
TOYOTA,YARIS,AS6,1.5,4,A,X,7.2,5.6,6.4,44,151,1
TOYOTA,YARIS (SIL),M6,1.5,4,M,X,7.6,5.7,6.7,42,157,1
TOYOTA,YARIS HATCHBACK,A4,1.5,4,A,X,7.8,6.6,7.3,39,170,1
TOYOTA,YARIS HATCHBACK,M5,1.5,4,M,X,7.7,6.3,7.1,40,165,1
VOLKSWAGEN,BEETLE,AS6,1.8,4,A,X,9.6,7,8.4,34,196,1
VOLKSWAGEN,BEETLE,M5,1.8,4,M,X,9.5,6.9,8.4,34,196,1
VOLKSWAGEN,BEETLE CONVERTIBLE,AS6,1.8,4,A,X,9.6,7,8.4,34,196,6
VOLKSWAGEN,BEETLE DUNE,AS6,1.8,4,A,X,9.7,7.5,8.7,32,203,1
VOLKSWAGEN,CC,AM6,2,4,A,Z,10.7,7.7,9.3,30,217,1
VOLKSWAGEN,GOLF,AS6,1.8,4,A,X,9.3,6.5,8.1,35,189,1
VOLKSWAGEN,GOLF,M5,1.8,4,M,X,9.3,6.4,8,35,187,1
VOLKSWAGEN,GOLF GTI,AM6,2,4,A,X,9.5,7.2,8.5,33,198,1
VOLKSWAGEN,GOLF GTI,M6,2,4,M,X,9.4,6.9,8.3,34,193,1
VOLKSWAGEN,GOLF R,AM6,2,4,A,Z,10.4,7.9,9.3,30,216,1
VOLKSWAGEN,GOLF R,M6,2,4,M,Z,10.9,7.7,9.4,30,220,1
VOLKSWAGEN,GOLF SPORTWAGON,AS6,1.8,4,A,X,9.4,6.8,8.2,34,193,8
VOLKSWAGEN,GOLF SPORTWAGON,M5,1.8,4,M,X,9.5,6.6,8.2,34,192,8
VOLKSWAGEN,JETTA,AS6,1.4,4,A,X,8.5,6,7.3,39,173,1
VOLKSWAGEN,JETTA,M5,1.4,4,M,X,8.3,5.9,7.2,39,168,1
VOLKSWAGEN,JETTA,AS6,1.8,4,A,X,9.2,6.4,8,35,186,1
VOLKSWAGEN,JETTA,M5,1.8,4,M,X,9.4,6.4,8.1,35,189,1
VOLKSWAGEN,JETTA,AM6,2,4,A,X,9.8,7,8.6,33,201,1
VOLKSWAGEN,JETTA,M6,2,4,M,X,10.1,7.2,8.8,32,207,1
VOLKSWAGEN,JETTA HYBRID,AM7,1.4,4,A,Z,5.7,4.9,5.3,53,124,1
VOLKSWAGEN,PASSAT,AS6,1.8,4,A,X,9.4,6.3,8,35,187,3
VOLKSWAGEN,PASSAT,M6,1.8,4,M,X,9.5,6.4,8.1,35,189,3
VOLKSWAGEN,PASSAT,AM6,3.6,6,A,X,11.9,8.5,10.4,27,243,3
VOLKSWAGEN,TIGUAN,AS6,2,4,A,Z,11.7,9.5,10.7,26,251,2
VOLKSWAGEN,TIGUAN,M6,2,4,M,Z,13,9,11.2,25,259,2
VOLKSWAGEN,TIGUAN 4MOTION,AS6,2,4,A,Z,11.6,9.3,10.6,27,248,2
VOLKSWAGEN,TOUAREG,AS8,3.6,6,A,X,14.1,10.4,12.4,23,292,9
VOLKSWAGEN,TOUAREG TDI (modified),AS8,3,6,A,D,11.2,8.4,9.8,29,270,9
VOLVO,S60 CC T5 AWD,AS6,2.5,5,A,X,11.8,8.6,10.3,27,239,1
VOLVO,S60 INSCRIPTION,AS8,2,4,A,X,9.6,6.7,8.3,34,193,1
VOLVO,S60 INSCRIPTION T5 AWD,AS6,2.5,5,A,X,11.6,8.2,10.1,28,233,1
VOLVO,S60 T5,AS8,2,4,A,X,9.6,6.7,8.3,34,193,1
VOLVO,S60 T5 AWD,AS6,2.5,5,A,X,11.6,8.2,10.1,28,233,1
VOLVO,S60 T6,AS8,2,4,A,Z,10.6,7.7,9.3,30,218,1
VOLVO,S60 T6 AWD,AS8,2,4,A,Z,11.3,8.2,9.9,29,231,1
VOLVO,S60 3.0T AWD,AS6,3,6,A,X,13,9,11.2,25,259,1
VOLVO,S60 POLESTAR,AS6,3,6,A,X,13,9,11.2,25,259,1
VOLVO,S80 T5,AS8,2,4,A,X,9.6,6.7,8.3,34,193,3
VOLVO,V60 CC T5 AWD,AS6,2.5,5,A,X,11.8,8.6,10.3,27,239,8
VOLVO,V60 T5,AS8,2,4,A,X,9.6,6.7,8.3,34,193,8
VOLVO,V60 T5 AWD,AS6,2.5,5,A,X,11.6,8.2,10.1,28,233,8
VOLVO,V60 T6 AWD,AS8,2,4,A,Z,11.3,8.2,9.9,29,231,8
VOLVO,V60 3.0T AWD,AS6,3,6,A,X,13,9,11.2,25,259,8
VOLVO,V60 POLESTAR,AS6,3,6,A,X,13,9,11.2,25,259,8
VOLVO,XC60 T5,AS8,2,4,A,X,10.3,7.6,9.1,31,213,2
VOLVO,XC60 T5 AWD,AS6,2.5,5,A,X,12.5,9.2,11,26,254,2
VOLVO,XC60 T6,AS8,2,4,A,Z,11,8.1,9.7,29,226,2
VOLVO,XC60 T6 AWD,AS8,2,4,A,Z,11.8,9.1,10.6,27,247,2
VOLVO,XC60 3.0T AWD,AS6,3,6,A,X,13.7,10.1,12,24,276,2
VOLVO,XC70 T5,AS8,2,4,A,X,10.3,7.6,9.1,31,213,2
VOLVO,XC70 T5 AWD,AS6,2.5,5,A,X,12.5,9.2,11,26,254,2
VOLVO,XC90 T5,AS8,2,4,A,Z,10.6,9.1,10,28,232,9
VOLVO,XC90 T5 AWD,AS8,2,4,A,Z,10.8,9.5,10.2,28,239,9
VOLVO,XC90 T6 AWD,AS8,2,4,A,Z,11.5,9.5,10.6,27,247,9
ACURA,ILX,AM8,2.4,4,A,Z,9.4,6.8,8.2,34,192,1
ACURA,MDX SH-AWD,AS9,3.5,6,A,Z,12.6,9,11,26,259,2
ACURA,MDX SH-AWD ELITE,AS9,3.5,6,A,Z,12.2,9,10.7,26,251,2
ACURA,MDX HYBRID AWD,AM7,3,6,A,Z,9.1,9,9,31,210,2
ACURA,NSX,AM9,3.5,6,A,Z,11.1,10.8,11,26,261,4
ACURA,RDX AWD,AS6,3.5,6,A,Z,12.4,8.7,10.7,26,250,2
ACURA,RLX HYBRID,AM7,3.5,6,A,Z,8.2,7.8,8.1,35,190,3
ACURA,TLX,AM8,2.4,4,A,Z,9.6,6.6,8.3,34,197,1
ACURA,TLX SH-AWD,AS9,3.5,6,A,Z,11.2,7.5,9.6,29,226,1
ALFA ROMEO,4C,AM6,1.8,4,A,Z,9.7,6.9,8.4,34,197,4
ALFA ROMEO,4C SPIDER,AM6,1.8,4,A,Z,9.7,6.9,8.4,34,197,4
ALFA ROMEO,GIULIA,A8,2,4,A,Z,10,7.2,8.7,32,205,3
ALFA ROMEO,GIULIA AWD,A8,2,4,A,Z,10.5,7.7,9.2,31,217,3
ALFA ROMEO,GIULIA QUADRIFOGLIO,A8,2.9,6,A,Z,13.8,9.6,11.9,24,280,3
ASTON MARTIN,DB11 V12,A8,5.2,12,A,Z,15.5,11.4,13.7,21,322,5
ASTON MARTIN,RAPIDE S,A8,6,12,A,Z,16.7,10.9,14.1,20,331,6
ASTON MARTIN,VANQUISH,A8,6,12,A,Z,17.5,11.4,14.7,19,345,5
ASTON MARTIN,V12 VANTAGE S,AM7,6,12,A,Z,19.4,12.8,16.4,17,388,4
ASTON MARTIN,V12 VANTAGE S,M7,6,12,M,Z,23.2,14.4,19.2,15,450,4
AUDI,A3,AM7,2,4,A,X,9.1,6.8,8,35,188,6
AUDI,A3 QUATTRO,AM6,2,4,A,X,9.7,7.5,8.7,32,205,6
AUDI,A3 CABRIOLET QUATTRO,AM6,2,4,A,X,10.8,8,9.5,30,223,6
AUDI,A4 ULTRA,AM7,2,4,A,Z,8.6,6.4,7.6,37,177,1
AUDI,A4 QUATTRO,AM7,2,4,A,Z,9.8,7.7,8.8,32,205,1
AUDI,A4 QUATTRO,M6,2,4,M,Z,9.9,7,8.6,33,204,1
AUDI,A4 ALLROAD QUATTRO,AM7,2,4,A,Z,10.2,8.3,9.3,30,217,8
AUDI,A5 QUATTRO,AS8,2,4,A,Z,11,8,9.7,29,226,6
AUDI,A5 QUATTRO,M6,2,4,M,Z,10.4,7.3,9,31,210,6
AUDI,A5 CABRIOLET QUATTRO,AS8,2,4,A,Z,11.3,8.2,9.9,29,231,6
AUDI,A6 QUATTRO,AS8,2,4,A,Z,10.9,7.5,9.4,30,220,3
AUDI,A6 QUATTRO,AS8,3,6,A,Z,11.5,8.2,10,28,238,3
AUDI,A7 QUATTRO,AS8,3,6,A,Z,11.5,8.2,10,28,238,3
AUDI,A8,AS8,3,6,A,Z,12.6,8,10.5,27,246,3
AUDI,A8,AS8,4,8,A,Z,12.9,8,10.7,26,249,3
AUDI,A8L,AS8,4,8,A,Z,13.1,8.3,10.9,26,255,7
AUDI,Q3,AS6,2,4,A,Z,11.9,8.4,10.3,27,243,1
AUDI,Q3 QUATTRO,AS6,2,4,A,Z,11.9,8.4,10.3,27,241,1
AUDI,Q5,AS8,2,4,A,Z,12,8.6,10.5,27,246,2
AUDI,Q5,AS8,3,6,A,Z,13.2,9.2,11.4,25,267,2
AUDI,Q7,AS8,2,4,A,Z,11.9,9.6,10.8,26,253,9
AUDI,Q7,AS8,3,6,A,Z,12.6,9.4,11.1,25,260,9
AUDI,R8,AM7,5.2,10,A,Z,16.5,11.2,14.1,20,330,4
AUDI,R8 SPYDER,AM7,5.2,10,A,Z,16.5,11.2,14.1,20,330,4
AUDI,RS 7,AS8,4,8,A,Z,16.2,9.3,13.1,22,309,3
AUDI,S3,AM6,2,4,A,Z,11,8.5,9.9,29,232,6
AUDI,S5,AM7,3,6,A,Z,13,8.5,11,26,259,6
AUDI,S5,M6,3,6,M,Z,13.8,9,11.7,24,273,6
AUDI,S5 CABRIOLET,AM7,3,6,A,Z,13.3,9.1,11.4,25,266,6
AUDI,S6,AM7,4,8,A,Z,13.3,8.8,11.3,25,263,3
AUDI,S7,AM7,4,8,A,Z,13.4,8.8,11.4,25,265,3
AUDI,S8,AS8,4,8,A,Z,16.2,9.9,13.4,21,312,3
AUDI,SQ5,AS8,3,6,A,Z,14.1,9.9,12.2,23,285,2
AUDI,TT COUPE QUATTRO,AM6,2,4,A,X,10.1,7.8,9.1,31,209,6
AUDI,TT ROADSTER QUATTRO,AM6,2,4,A,X,10.1,7.8,9.1,31,209,4
AUDI,TTS COUPE QUATTRO,AM6,2,4,A,Z,10.3,8.6,9.5,30,222,6
BENTLEY,BENTAYGA,AS8,6,12,A,Z,18.8,12.2,15.9,18,370,9
BENTLEY,CONTINENTAL GT,AS8,4,8,A,Z,16.1,9.4,13.1,22,307,1
BENTLEY,CONTINENTAL GT,AS8,6,12,A,Z,18.9,11.2,15.4,18,360,1
BENTLEY,CONTINENTAL GT CONVERTIBLE,AS8,4,8,A,Z,17.7,10.3,14.4,20,337,6
BENTLEY,CONTINENTAL GT CONVERTIBLE,AS8,6,12,A,Z,19.6,11.7,16,18,375,6
BENTLEY,FLYING SPUR,AS8,4,8,A,Z,17,9.9,13.8,20,321,3
BENTLEY,FLYING SPUR,AS8,6,12,A,Z,19.6,11.7,16,18,375,3
BENTLEY,MULSANNE,AS8,6.8,8,A,Z,21.3,12.8,17.5,16,407,3
BENTLEY,MULSANNE EWB,AS8,6.8,8,A,Z,22.2,13.6,18.3,15,430,3
BMW,230i CABRIOLET,AS8,2,4,A,Z,10,7.2,8.7,32,207,6
BMW,230i COUPE,AS8,2,4,A,Z,9.8,6.8,8.4,34,197,6
BMW,230i COUPE,M6,2,4,M,Z,11.1,7.3,9.4,30,219,6
BMW,230i xDRIVE CABRIOLET,AS8,2,4,A,Z,10.5,7.4,9.1,31,213,6
BMW,230i xDRIVE COUPE,AS8,2,4,A,Z,10.2,7.4,9,31,210,6
BMW,320i,AS8,2,4,A,Z,10,6.5,8.4,34,200,1
BMW,320i,M6,2,4,M,Z,10.2,6.7,8.6,33,202,1
BMW,320i xDRIVE,AS8,2,4,A,Z,10.3,6.9,8.8,32,206,1
BMW,328d xDRIVE,AS8,2,4,A,D,7.9,5.9,7,40,189,1
BMW,328d xDRIVE TOURING,AS8,2,4,A,D,7.9,5.9,7,40,189,8
BMW,330i xDRIVE,AS8,2,4,A,Z,10.5,7.4,9.1,31,213,1
BMW,330i xDRIVE GRAN TURISMO,AS8,2,4,A,Z,10.5,7.4,9.1,31,213,7
BMW,330i xDRIVE TOURING,AS8,2,4,A,Z,10.5,7.4,9.1,31,213,8
BMW,340i,AS8,3,6,A,Z,11.1,7.8,9.6,29,224,1
BMW,340i,M6,3,6,M,Z,12.2,8.2,10.4,27,242,1
BMW,340i xDRIVE,AS8,3,6,A,Z,11.4,7.8,9.8,29,228,1
BMW,340i xDRIVE,M6,3,6,M,Z,12.2,8.5,10.5,27,246,1
BMW,340i xDRIVE GRAN TURISMO,AS8,3,6,A,Z,11.9,8.1,10.2,28,238,7
BMW,430i xDRIVE CABRIOLET,AS8,2,4,A,Z,10.6,7.3,9.1,31,211,6
BMW,430i xDRIVE COUPE,AS8,2,4,A,Z,10.5,7.4,9.1,31,213,1
BMW,430i xDRIVE GRAN COUPE,AS8,2,4,A,Z,10.5,7.4,9.1,31,213,1
BMW,440i COUPE,AS8,3,6,A,Z,11.1,7.8,9.6,29,224,1
BMW,440i COUPE,M6,3,6,M,Z,12.2,8.2,10.4,27,242,1
BMW,440i xDRIVE CABRIOLET,AS8,3,6,A,Z,11.9,8.1,10.2,28,238,6
BMW,440i xDRIVE COUPE,AS8,3,6,A,Z,11.4,7.8,9.8,29,228,1
BMW,440i xDRIVE COUPE,M6,3,6,M,Z,12.2,8.5,10.5,27,246,1
BMW,440i xDRIVE GRAN COUPE,AS8,3,6,A,Z,11.4,7.8,9.8,29,228,1
BMW,530i xDRIVE,AS8,2,4,A,Z,10.5,7.4,9.1,31,213,3
BMW,540i xDRIVE,AS8,3,6,A,Z,11.4,7.8,9.8,29,228,3
BMW,640i xDRIVE CABRIOLET,AS8,3,6,A,Z,12.4,8.4,10.6,27,249,6
BMW,640i xDRIVE GRAN COUPE,AS8,3,6,A,Z,12.4,8.4,10.6,27,249,1
BMW,650i xDRIVE CABRIOLET,AS8,4.4,8,A,Z,14.7,9.7,12.5,23,292,6
BMW,650i xDRIVE COUPE,AS8,4.4,8,A,Z,13.8,9.1,11.7,24,273,1
BMW,650i xDRIVE GRAN COUPE,AS8,4.4,8,A,Z,14.7,9.7,12.5,23,292,1
BMW,740Li xDRIVE,AS8,3,6,A,Z,11.9,8.1,10.2,28,238,7
BMW,750i xDRIVE,AS8,4.4,8,A,Z,13.8,9.1,11.7,24,273,7
BMW,750Li xDRIVE,AS8,4.4,8,A,Z,14.7,9.7,12.5,23,292,7
BMW,ALPINA B6 xDRIVE GRAN COUPE,AS8,4.4,8,A,Z,14.7,9.7,12.5,23,292,1
BMW,ALPINA B7 xDRIVE,AS8,4.4,8,A,Z,14.7,9.7,12.5,23,292,7
BMW,M2,AM7,3,6,A,Z,11.8,8.9,10.5,27,245,6
BMW,M2,M6,3,6,M,Z,13.1,9.2,11.4,25,267,6
BMW,M240i CABRIOLET,AS8,3,6,A,Z,11.1,7.8,9.6,29,224,6
BMW,M240i CABRIOLET,M6,3,6,M,Z,12.2,8.2,10.4,27,242,6
BMW,M240i COUPE,AS8,3,6,A,Z,11.1,7.8,9.6,29,224,6
BMW,M240i COUPE,M6,3,6,M,Z,12.5,8.4,10.7,26,250,6
BMW,M240i xDRIVE CABRIOLET,AS8,3,6,A,Z,11.4,7.8,9.8,29,228,6
BMW,M240i xDRIVE COUPE,AS8,3,6,A,Z,11.4,7.8,9.8,29,228,6
BMW,M3,AM7,3,6,A,Z,14,9.7,12.1,23,284,1
BMW,M3,M6,3,6,M,Z,13.7,9.1,11.7,24,273,1
BMW,M4 CABRIOLET,AM7,3,6,A,Z,14.1,9.6,12.1,23,283,6
BMW,M4 CABRIOLET,M6,3,6,M,Z,13.7,9.1,11.7,24,273,6
